place_id,name,image_urls,address,duration,type,categories,main_image,price,rating,description,opening_hours,reviews,city,unit
place_002983,Yuju Spa,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/ae/8a/8b/caption.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a5/b1/37/caption.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a5/b1/36/caption.jpg']", ,1-2 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/ae/8a/8b/caption.jpg,,4.9,"One of the best healthy massage in Ho Chi Minh, nearby Ben Thanh market",10:00 AM - 11:30 PM,19,hochiminh, 
place_002984,Hoang’s Kitchen Cooking Class,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/a6/48/d5/caption.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/af/3d/60/caption.jpg']", ,1 hour,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/a6/48/d5/caption.jpg,,5.0,"Oanh was our guide through the whole cooking class today and she was absolutely fantastic. She met us at the restaurant and then walked us through the local market, explaining all about how locals get their food, where it comes from, and even buying us a drink.
While cooking, we followed the instructions of the head chef, and Oanh translated for us while we cooked so that we could understand. All the staff were amazing, telling us the history of the dishes we were cooking, and explaining how they use each of the ingredients in detail. 
Oanh was happy to chat and answer questions, and shared about herself as well! 
To finish it off, the food was incredible. Enough to keep us full for the whole day. 
This cooking class was incredible! For anyone wanting to learn more about local Vietnamese cuisine, I would highly recommend Hoang’s Kitchen.", ,14,hochiminh, 
place_002985,Aveda Herbal & Wellness,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/48/2d/2b/takradhara.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/48/2e/2f/aveda-herbal-spa.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/48/2d/fa/aveda-herbal-spa.jpg']", ,1-2 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/48/2d/2b/takradhara.jpg,,4.5,"Aveda Herbal & Wellness is an authentic Indian Spa using Ayurveda & Herbal treatments for revitalizing the body & soul in a very clean, professional & truly relaxing environment. It's located in District 2, Thao Dien, which is the most preferred location for the expat community living in Ho Chi Minh.",9:00 AM - 8:00 PM,83,hochiminh, 
place_002986,Saigon City Tours - Day Tours,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/17/8e/37/saigon-city-tours-day.jpg?w=1200&h=1200&s=1'], ,6 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/17/8e/37/saigon-city-tours-day.jpg?w=1200&h=1200&s=1,,4.3,"It was a very interesting tour from Hanoi via Hoi An to Ho Chi Minh City. The Highlight was Halong bay - cruise overneight. Special thanks to Chris Tran, our tour guide. Always reachable and supported everytime. I was a little bit sick and he offered to buy some medicine. It wasn't necessary, but it was a good sign from Chris. Chris, great job!! Best regards form Juergen and Sabine from Germany", ,98,hochiminh, 
place_002987,My Doris Nail & Beauty,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/48/14/71/caption.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/aa/22/4e/caption.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/a9/c0/53/caption.jpg']", ,1 hour,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/48/14/71/caption.jpg,,5.0,"Welcome to Doris Nails & Beauty At Doris Nails & Beauty, we are dedicated to providing you with exceptional nail and beauty services. Our commitment is to deliver top-notch quality and a relaxing experience that leaves you feeling satisfied and confident. Our team of experts stays updated with the latest beauty trends and uses only premium, safe products. We strive to offer attentive care and personalized service, ensuring that each visit is a memorable one. Come and experience the difference with us!",9:00 AM - 9:00 PM,15,hochiminh, 
place_002988,Vespa Adventure Tours,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/d2/e4/e1/saigon-insider-vespa.jpg?w=1200&h=1200&s=1'], ,1 Hour,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/d2/e4/e1/saigon-insider-vespa.jpg?w=1200&h=1200&s=1,,4.9,"Vespa Adventure Tours offers daily small group vespa tours Ho Chi Minh City (Saigon), Hanoi, Hoi An, Hue, Vung Tau and more. Vietnam Vespa Adventure Tours offers daily night foodie tours, insider discovery tours, Mekong Delta, Central Highlands, The coastal, and more.",12:00 AM - 11:59 PM,30,hochiminh, 
place_002989,Golden Vietnam Travel,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/ed/57/6a/caption.jpg?w=1200&h=1200&s=1'], ,4 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/ed/57/6a/caption.jpg?w=1200&h=1200&s=1,,5.0,"Founded in 2019, Golden Vietnam Travel specializes in custom tour packages, private tours and authentic local experience tours in Vietnam. With our local travel experts and tour coordinators, our main aim is to provide local and authentic experience wherever we bring our customers. We value every exquisite detail and savor once-in-a-lifetime moments.
Do not be tourists, be explorers!", ,20,hochiminh, 
place_002990,SKYXX,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e8/d3/b2/best-night-bar-in-ho.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e8/d3/cb/gogo-dancer.jpg']", ,1 Hour,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e8/d3/b2/best-night-bar-in-ho.jpg,,4.3,"GOLDEN PLACE RIGHT IN THE HEART OF SAIGON SKYXX is an experience to be discovered by nightlife lovers, thrill-seekers and party-goers. At SKYXX, we offer the perfect blend of luxury ambiance, professional services, fascinating performances, and refined wine and cocktail options. Not only a hotspot for partying, SKYXX can also be an ideal destination to host any kind of events in which every aspect is carefully crafted to ensure it will be an unforgettable experience.",5:30 PM - 4:00 AM,61,hochiminh, 
place_002991,Mint - Gội Đầu Siêu Thư Giãn,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/f9/8a/97/caption.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/30/79/c0/t-m-t-y-tbc.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/30/79/bb/xong-hoi.jpg']", ,1-2 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/f9/8a/97/caption.jpg,,4.9,Enjoy a relaxing Body Massage and Neck Therapy Massage to unwind and reduce stress. Deep Facial Massage: Let go of skin tension and enhance your natural glow with our professional techniques. Manicure & Pedicure: Express your style with attractive and beautiful nails for your hands and feet. Scalp Nourishing Hair Wash: Relax on a comfy cushion with the refreshing scent of lemongrass. Our experienced staff will help you shake off the fatigue from those year-end deadline days. ️,10:00 AM - 8:00 PM,13,hochiminh, 
place_002992,Mekong Cruise,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/72/44/f5/me-kong.jpg?w=1200&h=1200&s=1'], , ,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/72/44/f5/me-kong.jpg?w=1200&h=1200&s=1,,4.6,"Asia Travel Legend Organize Mekong Cruise, Mekong Delta Tours.Mekong Eyes Cruise, Bassac Cruise Mekong.Mekong Delta day Tour.Mekong Discovery one day.",12:00 AM - 11:59 PM,24,hochiminh, 
place_002993,Vietkite Travel,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/bc/24/c6/caption.jpg?w=1200&h=-1&s=1'], ,6 Hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/bc/24/c6/caption.jpg?w=1200&h=-1&s=1,,5.0,"Their team was right there to assist me upon arrival. My visa was stamped quickly, and my baggage was handled efficiently. It was the smoothest airport experience I’ve ever had.", ,12,hochiminh, 
place_002994,Noir. Spa,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c3/fd/d2/welcome-to-noir-spa.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c3/07/a2/massage-in-the-double.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c3/fe/1b/welcome-to-noir-spa.jpg']", ,5 miN,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c3/fd/d2/welcome-to-noir-spa.jpg,,4.7,"The concept of Noir. Spa is conceived as a sensory relaxation experience in the city, a place where each guest can easily escape the stresses of their daily lives and find a few hours of respite for their body, mind and soul.",10:00 AM - 9:00 PM,19,hochiminh, 
place_002995,Siz Spa - Foot & Body Massage,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/1e/b4/8b/about-siz-spa-experience.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/1e/c8/b1/foot-massage-room.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/1e/c8/a7/siz-spa.jpg']", ,1-2 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/1e/b4/8b/about-siz-spa-experience.jpg,,5.0,"Welcome to Siz Spa, your peaceful escape in the heart of District 1, Ho Chi Minh City. We offer a variety of treatments designed to relieve stress, ease tension, and refresh your body and mind. ✨ Expert Massage Therapy: whether you need a soothing body massage or a revitalizing foot massage, our skilled therapists will help you feel relaxed and refreshed. ✨ Herbal Hair Wash & Scalp Care: enjoy a deep cleanse and nourishment with our traditional herbal hair wash, leaving your hair soft and healthy. ✨ Gentle Exfoliation & Skin Treatments: treat yourself to a rejuvenating exfoliation to remove dull skin and reveal a fresh, glowing complexion. At Siz Spa, we focus on comfort, quality, and personalized care. Take a break. Treat yourself. Feel your best. Visit Siz Spa today for the ultimate relaxation!",10:00 AM - 10:15 PM,11,hochiminh, 
place_002996,Lac Hong Tours,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/2c/5b/e5/photo0jpg.jpg?w=1200&h=-1&s=1'], , ,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/2c/5b/e5/photo0jpg.jpg?w=1200&h=-1&s=1,,4.1,"Daily tours: Mekong delta 1-2-3days, Cu chi tunnels, Sleeping bus up to the North of Viet Nam. International bus Ho Chi Minh - Phnompenh - Siemreap. Visa service & Passport - Cars for rent (4 seats - 7 - 29- 45 seats) - Flight - Train ticket booking - Hotel reservation.",6:30 AM - 10:00 PM,73,hochiminh, 
place_002997,Blue Lake Trail,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/61/8a/60/blue-lake-trail.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/f5/61/34/the-wife-lakeside-taken.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/70/dd/33/blue-lake-trail.jpg']", , ,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/61/8a/60/blue-lake-trail.jpg,,4.9,"Our hike to the lake was spectacular.The trail is well maintained and beautiful, from forests to fields of flowers to vistas to the beautiful lake. The water is so clear you can get really good photographs of the fish swimming in it! We were alone at the lake, taking a swim, when the mountain goat and kid arrived. Such an enjoyable day!",8:00 AM - 4:30 PM,45,hochiminh, 
place_002998,Surf Beach,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/0e/96/f1/caption.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fe/2c/b0/surf-beach-ship-wreck.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/0e/96/f3/caption.jpg']", ,1 hourS,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/0e/96/f1/caption.jpg,,4.0,"Surf Beach is a great stop if you live in Lompoc. It's close proximity to Lompoc makes it great to visit if you're looking for that beach vibe.The only downside is the Snowy Plover Restrictions which cuts down most of the beach. Another downside is that it's not that great of a beach to go too far out in the water.That being said, Surf Beach is great for a walk along the beach in the evening or getting your feet wet in the water.The beach is also a stop for the Pacific Surfliner if you're trying to go to SLO or LA", ,26,hochiminh, 
place_002999,Maha'ulepu Heritage Trail,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/21/6b/7e/maha-ulepu-heritage-trail.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/5f/df/a1/maha-ulepu-heritage-trail.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/79/28/d9/gps-trace-of-walk-i-took.jpg']", ,6 miN,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/21/6b/7e/maha-ulepu-heritage-trail.jpg,,4.7,This two-mile coastal trail across the cliffs of southern Kauai starts from Shipwreck Beach on Keoneloa Bay to the quiet Mahaulepu Beach near Kawailoa Bay., ,"1,026",hochiminh, 
place_003000,Suleymaniye Mosque,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ac/57/31/suleymaniye.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/b0/0f/e7/suleymaniye.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/af/14/19/suleymaniye.jpg']", ,1 hour,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ac/57/31/suleymaniye.jpg,,4.7,"Famed architect Sinan built this majestic structure for one of the greatest rulers of the Ottoman Empire. Although this mosque is less ornate, there are many similarities between it and the Hagia Sophia since the same architect was responsible for both.",8:30 AM - 11:00 PM,"12,740",hochiminh, 
place_003001,Platis Gialos Beach,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/33/2f/17/photo0jpg.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/37/5c/46/beautiful-beach.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/0c/57/d4/caption.jpg']", ,4 Hour,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/33/2f/17/photo0jpg.jpg,,4.2,"This quintessential Mykonos beach boasts crystal clear turquoise waters and soft sand, with traditional white houses perched on the hillside above, making for a picturesque backdrop to a day in the sun. Take in the views with a delicious cocktail in hand from the comfort of a sunbed while you soak up the Mediterranean sunshine. Enjoy perfectly prepared seafood for lunch and stay until sunset to experience the famous Mykonos party scene, complete with upscale bars and a stylish crowd. Visit other stunning beaches nearby, including the glamorous Psarou Beach, and reach early to beat the crowd. – Tripadvisor", ,"2,573",hochiminh, 
place_003002,The Town of Nardo,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/e6/58/4b/photo0jpg.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/94/34/a6/caption.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/ae/15/a4/caption.jpg']", , ,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/e6/58/4b/photo0jpg.jpg,,4.4,"We decide to spend an evening in Nardò arriving from the nearby Torre Lapillo. The pedestrian area is very nice, lit and with many places to eat and drink. Until about 22:00 there are many open churches that you can visit. Clean and welcoming. Recommendation to stop by.", ,632,hochiminh, 
place_003003,Sunrise Park Resort,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/f1/8e/14/sunrise-park-resort.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f1/b6/68/the-most-ski-runs-available.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f1/b6/67/summer-tubing-hill.jpg']", , ,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/f1/8e/14/sunrise-park-resort.jpg,,3.8,"Sunrise Park Resort is Arizona’s Premier Recreation Destination, offering the most ski runs and acreage in the state. We offer skiing, snowboarding, ski bikes, and have lessons available for all ages. In the summer, enjoy zip-lining, downhill mountain biking, archery, disc golf, and more!",9:00 AM - 4:00 PM,213,hochiminh, 
place_003004,Desert Safari By Luxury Tours,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d0/66/bc/best-premier-site-for.jpg?w=1200&h=1200&s=1'], ,6 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d0/66/bc/best-premier-site-for.jpg?w=1200&h=1200&s=1,,4.5,"Luxury Tours specialises in organising sightseeing events. Safari, VIP safari and cruises, as well as a selection of tours are on the company's offer. For those interested in surfing, we have professionals that can watch over you as you surf in and out of the rushing bubbles of the ocean in yacht cruise. Side attractions for clients that are interested in scuba diving, swimming and snorkeling are available.",12:00 AM - 11:59 PM,"1,424",hochiminh, 
place_003005,Garner State Park,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/42/a4/0f/garner-state-park.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/82/7a/20/caption.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/82/7a/23/caption.jpg']", , ,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/42/a4/0f/garner-state-park.jpg,,4.3,"It’s a pretty drive getting to the park, kind of a rollercoaster at times with all the hills and curves. Old Baldy Trail is a short trail, about half mile, but feels way longer as it’s very steep and rocky. Along the way you can get a bird’s-eye view of the Frio River canyon. The last part of the trail gets steeper and more difficult but at the summit you are rewarded with 360 views of the whole area. It’s a fun hike, but challenging, and watch for loose rocks. 
White Rock Cave Trail leads to part of the Bridges Trail which ultimately leads to the Crystal Cave Trail. It is a couple of miles with some very steep and rocky parts. Some areas were very challenging due to the steepness of the trails. The panoramic views and scenery along the way make up for the hard trek. There are also caves along the way to explore. 
Lots to do and explore in the day use campgrounds and Frio River area. It’s a nice park with several hiking trails, including a leisurely half mile nature trail. There are outdoor things to do and plenty of spots to camp out for a day. It can be as relaxing or as extreme as you want.", ,372,hochiminh, 
place_003006,Dar Al Salam Mall,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/8a/2c/8d/outer-view.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/8a/2d/69/ramadan-kareem.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/8a/2d/3a/camel.jpg']", ,2-3 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/8a/2c/8d/outer-view.jpg,,4.0,"Dar Al Salam Mall is an experience – a place of shopping, entertainment and social interaction, where the decor transports you to a world unlike your own, and where an unrivalled mix of shops, restaurants and recreation lets you discover something new with every visit. Our association is committed to ensuring that the shopping experience in Qatar is without parallel.",9:00 AM - 11:00 AM,54,hochiminh, 
place_003007,Stefano's RomeCabs,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/85/ad/08/rome-cabs.jpg?w=1200&h=1200&s=1'], ,2 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/85/ad/08/rome-cabs.jpg?w=1200&h=1200&s=1,,5.0,"A well established and highly regarded Roman tour company, our expert English speaking Drivers will tour you in deluxe air-conditioned vehicles. Stefano Costantini, the owner, is renowned for providing the best chauffeured service in Rome and Beyond. Expertise in Shore Excursions, Transfers and Limo Service. Many day tours within central Rome. Thousands of happy customers whose reviews speak for themselves. See as much as you wish in a day, and never feel rushed; our customers always return for more!",8:00 AM - 5:00 PM,"4,336",hochiminh, 
place_003008,Camp Nou Visit,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/06/72/7e/feel-the-action-on-the.jpg?w=1200&h=1200&s=1'], , ,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/06/72/7e/feel-the-action-on-the.jpg?w=1200&h=1200&s=1,,4.4,"Camp Nou Visit offers the best experience for football fans or not. Its tours are unique because they are made by sports journalists. They reveal all F.C. Barcelona secrets during the experiences. Camp Nou Visit has now welcomed more than 1,000 guests in 2018.", ,284,hochiminh, 
place_003009,Portland Spirit Cruises & Events,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/c5/1f/26/portland-spirit-river.jpg?w=1200&h=1200&s=1'], , ,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/c5/1f/26/portland-spirit-river.jpg?w=1200&h=1200&s=1,,4.3,"Operating a fleet of four boats for public and private events, Portland Spirit offers year-round dining and sightseeing cruises — an experience unlike anything else in Portland, Oregon! Brunch, lunch, dinner and sightseeing cruises offered, in addition to holiday and specialty cruises throughout the year. See the city in a whole new light as you travel up river from the city center to the historic Milwaukie Waterfront. For the adventurous at heart, hop aboard the Explorer Jetboat for an exhilarating experience to the Columbia River Gorge traveling at speeds up to 45 miles per hour. In the summer, enjoy the Bigfoot Adventure and 7 Wonders of the Gorge cruises, as well as Sleigh Rides on select dates in December. The Portland Spirit has been family owned and operated for more than 25 years.",8:00 AM - 7:00 PM,679,hochiminh, 
place_003010,The National Archives Museum,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/65/fd/af/national-archives.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/90/bf/d0/national-archives.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/01/c5/ca/the-building.jpg']", ,2 Hour,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/65/fd/af/national-archives.jpg,,4.5,"Repository where the most important historical documents of the United States are held, such as the original Declaration of Independence, Bill of Rights, Constitution and the 1297 version of the Magna Carta.",10:00 AM - 5:30 PM,"3,609",hochiminh, 
place_003011,STREET KART Shinagawa,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c4/e6/87/tokyo.jpg?w=1200&h=1200&s=1'], ,75 min,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c4/e6/87/tokyo.jpg?w=1200&h=1200&s=1,,4.9,"Extremely exciting and a must have experience when you visit Japan. Just imagine yourself on a custom made go kart specifically tailored to realize the Real Life Super Hero Go-Karting experience! Street Kart is in no way a reflection of Nintendo, the game 'Mario Kart'.(We do not provide rental of costumes of Mario Series.) Dress up in your favorite character costume, playing the music of your choice and driving through the city of Tokyo. All eyes on you guarantee! You can ride with a group or ride privately, Street Kart is fully equipped to make your experience a very important one. Don't trust us but trust our valued customers, because they say ""Once is never enough""!",10:00 AM - 10:00 PM,"2,538",hochiminh, 
place_003012,Valley Shepherd Creamery,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/01/16/9f/valley-shepherd-creamery.jpg?w=1200&h=1200&s=1'], , ,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/01/16/9f/valley-shepherd-creamery.jpg?w=1200&h=1200&s=1,,4.1,"For all the critics complaining about the ""cheap"" experience that is ""expensive"", please keep in mind the Creamery is a family artisan cheese business started by a couple who risked everything to do something amazing when no one else was.  There is an actual cheese cave, built by the owners, and it is the most incredible cheese you will ever experience. I take every single guest to New Jersey of mine to the cheese shop. When the season allows, we take the tour. In the fall, we take our picnic basket with a bottle of wine, buy bread, cheese, sausage, and then go to the apple orchard nearby for apples and other goodies, and find a spot to picnic either on the orchard or a nearby creek. Give a small family business a break, people, this is back-breaking 24/7 work for approximately 20 years.  I only buy cheese at the Creamery (it's REAL goat and sheep cheese!), or when I'm eating my way through Arthur Avenue in the Bronx where I get my Italian cheeses. It is worth the price. The animals are shepherded into a merry-go-round they designed and had shipped in pieces from Italy, and they are doing what they love, which is RARE. I often ship boxes or stock up my suitcase to take to my family. One time the staff even packed my order and left it for me to pick up after hours so I could make my flight. The first time I stumbled upon the Creamery I was driving by and thought I was in England because the sheep were in the the roadside pasture.  Sometimes the animals are there for your viewing, or petting at the fence - just like at the Zoo when you can't see the animal you most expected - do you criticize the Zookeeper for not giving you what you paid for? I am your biggest cheerleader, Valley Shepherd Creamery!",10:30 AM - 5:00 PM,43,hochiminh, 
place_003013,Labora Tours,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/16/8a/1f/in-front-of-the-jewish.jpg?w=1200&h=1200&s=1'], ,6 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/16/8a/1f/in-front-of-the-jewish.jpg?w=1200&h=1200&s=1,,4.9,"Like yourself, we also like to travel. We feel relaxed and safe when we have a capable and amusing guide who adapts to our needs so we try to do the same with our guests. We can have a walking tour, a full day trip, go to museums or hike in a national park. So, what do YOU want to do in Croatia? Contact our small team and let’s have a nice day together! :)", ,83,hochiminh, 
place_003014,Black Taxi Tour London,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/ba/36/d2/black-taxi-tour-london.jpg?w=1200&h=1200&s=1'], ,8 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/ba/36/d2/black-taxi-tour-london.jpg?w=1200&h=1200&s=1,,5.0,"We're a group of London taxi drivers offering personalised tours of the city in our iconic black cabs. Our tours are private, unique and personalised – just tell your driver about your interests and they will put together the perfect itinerary, showing you the sights and top locations that you really want to see. We've all passed The Knowledge to become qualified cab drivers, and all have guiding qualifications from the Museum of London and the Worshipful Company of Hackney Carriage Drivers. We can't wait to share our city with you.",6:00 AM - 10:00 PM,469,hochiminh, 
place_003015,Meridian4people - Porto,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/24/2b/09/porto-city-tour.jpg?w=1200&h=1200&s=1'], ,10 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/24/2b/09/porto-city-tour.jpg?w=1200&h=1200&s=1,,4.9,"Meridian4People is a tour operator specializing in day trips, private or shared tours, through the main regions of Northern Portugal. We are new to the maritime operator market specializing in private cruises on the Douro River with luxury yachts.",7:00 AM - 11:00 PM,"1,223",hochiminh, 
place_003016,Fall City Wallaby Ranch,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a9/cb/39/fantastic-opportunity.jpg?w=1200&h=1200&s=1'], ,3 Hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a9/cb/39/fantastic-opportunity.jpg?w=1200&h=1200&s=1,,4.9,My family came here thinking we would just learn a little bit and pet a lot!  Well we learned a TON and loved the videos.  So much we didn’t know and so much we learned in a short time.  The video was done well and even my 4 yo’s were entertained.  Then we got to experience the Wallaby’s and Kangaroos and it was amazing!!! They were so soft and so sweet and the kids really respected them.   It was very well done and we love what they are doing!  This is not a petting zoo but a great learning experience!  Well done and Thank you!, ,68,hochiminh, 
place_003017,Bao Gia Vien,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f8/4b/12/the-architectural-space.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/fd/49/3a/separate-area-for-ladies.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/fd/49/24/health-consultation-is.jpg']", ,6 min,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f8/4b/12/the-architectural-space.jpg,,5.0,"Gentle and effective massage techniques help relax muscles, relieve stress and improve blood circulation. Combined with herbal essential oils, this service not  only makes me  feel comfortable but also refreshes my spirit. The technician is meticulous in every detail, the massage force is moderate, they always ask me if I am satisfied with what they do, that is really appreciated",9:00 AM - 11:00 PM,12,hochiminh, 
place_003018,T&Q spa,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/ec/8c/2c/t-q-spa-staff.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/5e/a7/09/friendly-customer-with.jpg', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/ec/97/ec/nhan-vien-t-q-spa.jpg']", ,1-2 hours,Attraction, ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/ec/8c/2c/t-q-spa-staff.jpg,,4.8,"T&Q spa located near benthanh martket, we provide health care servicers  as foot massage, body massage, oroma massage, hotstone massage.......with a team of young, well-trained technicians will help you receive the most perfect service. thank you.",10:00 AM - 3:00 AM,17,hochiminh, 
